cpuName,price,cpuMark,cpuValue,threadMark,threadValue,TDP,powerPerf,cores,testDate,socket,category
AMD Ryzen Threadripper 5995WX,,108822,,3330,,280.0,388.65,64,2022,sWRX8,Desktop
AMD EPYC 7763,7299.99,88338,12.1,2635,0.36,280.0,315.49,64,2021,SP3,Server
AMD EPYC 7J13,,86006,,2387,,,,64,2021,unknown,Server
AMD EPYC 7713,7060.0,85861,12.16,2727,0.39,225.0,381.6,64,2021,SP3,Server
AMD Ryzen Threadripper 3995WX,6807.98,83971,12.33,2626,0.39,280.0,299.9,64,2020,sWRX8,Desktop
AMD Ryzen Threadripper 3990X,8399.69,81568,9.71,2569,0.31,280.0,291.31,64,2020,sTRX4,Desktop
AMD Ryzen Threadripper 5975WX,,80842,,3340,,280.0,288.72,32,2022,sWRX8,Desktop
AMD EPYC 7B13,,77460,,2564,,,,60,2021,unknown,Server
AMD EPYC 7643,5424.99,76455,14.09,2695,0.5,225.0,339.8,48,2021,SP3,Server
AMD EPYC 7702,4000.0,71646,17.91,2097,0.52,200.0,358.23,64,2020,SP3,Server
AMD EPYC 7662,6817.0,71576,10.5,2054,0.3,225.0,318.12,64,2021,SP3,Server
AMD EPYC 7742,5045.99,68749,13.62,2145,0.43,225.0,305.55,64,2019,SP3,Server
AMD EPYC 75F3,,68505,,2775,,280.0,244.66,32,2021,SP3,Server
AMD Ryzen Threadripper 5965WX,,68405,,3346,,280.0,244.3,24,2022,sWRX8,Desktop
AMD EPYC 7642,3684.0,67748,18.39,2155,0.59,225.0,301.1,48,2021,SP3,Server
AMD EPYC 7543P,2999.0,67144,22.39,2742,0.91,225.0,298.42,32,2021,SP3,Server
AMD EPYC 7R32,,64727,,1922,,,,48,2020,unknown,Server
AMD Ryzen Threadripper 3970X,2997.99,63835,21.29,2694,0.9,280.0,227.98,32,2019,sTRX4,Desktop
AMD Ryzen Threadripper 3975WX,4499.99,63495,14.11,2666,0.59,280.0,226.77,32,2020,sWRX8,Desktop
Intel Xeon Platinum 8380,8978.0,62317,6.94,2385,0.27,270.0,230.81,40,2021,FCLGA4189,Server
AMD EPYC 7702P,3499.99,61689,17.63,2110,0.6,200.0,308.44,64,2019,SP3,Server
AMD EPYC 74F3,4989.0,60948,12.22,2975,0.6,240.0,253.95,24,2021,SP3,Server
AMD EPYC 7513,2840.0,59732,21.03,2447,0.86,200.0,298.66,32,2021,SP3,Server
AMD EPYC 7443P,1499.99,57666,38.44,2965,1.98,200.0,288.33,24,2021,SP3,Server
AMD EPYC 7542,1789.99,56728,31.69,2207,1.23,225.0,252.13,32,2019,SP3,Server
AMD EPYC 7543,3761.0,56562,15.04,2563,0.68,240.0,235.68,32,2021,SP3,Server
AMD EPYC 7532,,55358,,2137,,200.0,276.79,32,2021,SP3,Server
AMD Ryzen Threadripper 3960X,1682.9,54757,32.54,2678,1.59,280.0,195.56,24,2019,sTRX4,Desktop
Intel Xeon Platinum 8358,5097.75,54416,10.67,2382,0.47,250.0,217.67,32,2021,FCLGA4189,Server
AMD EPYC 7453,1799.0,53511,29.74,2580,1.43,225.0,237.83,28,2021,SP3,Server
Intel Xeon Gold 6348,3173.0,53112,16.74,2455,0.77,235.0,226.01,28,2021,FCLGA4189,Server
Intel Xeon Platinum 8375C,,51836,,2439,,300.0,172.79,32,2021,FCLGA4189,Server
AMD Ryzen Threadripper 5955WX,,51656,,3346,,280.0,184.48,16,2022,sWRX8,Desktop
AMD EPYC 7402,1962.0,51368,26.18,2081,1.06,180.0,285.38,24,2020,SP3,Server
Intel Xeon Platinum 8347C,,49386,,2445,,210.0,235.17,36,2022,LGA4189,Server
AMD EPYC 7502,2750.0,49177,17.88,1843,0.67,180.0,273.21,32,2020,SP3,Server
AMD EPYC 7502P,2696.51,48995,18.17,1894,0.7,180.0,272.19,32,2019,SP3,Server
Intel Xeon Gold 6342,3825.9,48330,12.63,2453,0.64,230.0,210.13,24,2021,FCLGA4189,Server
AMD EPYC 7413,1997.99,46295,23.17,1983,0.99,180.0,257.2,24,2021,SP3,Server
AMD Ryzen 9 5950X,649.74,46195,71.1,3498,5.38,105.0,439.96,16,2020,AM4,Desktop
AMD EPYC 73F3,5992.0,46085,7.69,2878,0.48,240.0,192.02,16,2021,SP3,Server
AMD EPYC 7343,1699.99,45882,26.99,2947,1.73,190.0,241.48,16,2021,SP3,Server
AMD EPYC 7713P,,45860,,2736,,225.0,203.82,64,2022,SP3,Server
Intel Xeon Gold 6336Y,3850.34,45517,11.82,2522,0.65,185.0,246.04,24,2021,FCLGA4189,Server
Intel Core i9-12900KS,779.98,44243,56.72,4317,5.53,150.0,294.95,8,2022,LGA 1700,Desktop
Intel Xeon Gold 6312U,1736.62,43745,25.19,2383,1.37,185.0,236.46,24,2021,FCLGA4189,Server
Intel Xeon Gold 6330,1904.0,43056,22.61,2034,1.07,205.0,210.03,28,2021,FCLGA4189,Server
AMD EPYC 7601,899.95,42244,46.94,1941,2.16,180.0,234.69,32,2017,SP3,Server
AMD EPYC 7452,2209.97,41871,18.95,1689,0.76,155.0,270.14,32,2019,SP3,Server
AMD EPYC 7402P,1428.93,41741,29.21,1970,1.38,180.0,231.9,24,2019,SP3,Server
AMD Ryzen Threadripper 5945WX,,41578,,3347,,280.0,148.49,12,2022,sWRX8,Desktop
Intel Xeon Gold 6354,2932.63,41434,14.13,2406,0.82,205.0,202.12,18,2021,FCLGA4189,Server
Apple M1 Ultra 20 Core,,41360,,3900,,60.0,689.34,16,2022,unknown,Desktop
Intel Core i9-12900KF,572.98,41163,71.84,4217,7.36,241.0,170.8,8,2021,FCLGA1700,Desktop
Intel Core i9-12900K,599.95,41077,68.47,4209,7.02,241.0,170.44,8,2021,FCLGA1700,Desktop
AMD EPYC 7F52,3100.0,40951,13.21,2446,0.79,240.0,170.63,16,2020,SP3,Server
AMD EPYC 7313P,913.0,40879,44.77,2608,2.86,155.0,263.74,16,2021,SP3,Server
Intel Xeon Platinum 8275CL,,40794,,2386,,,,24,2019,unknown,Server
Intel Xeon W-3275M,7453.0,40767,5.47,2725,0.37,205.0,198.86,28,2020,FCLGA3647,Server
AMD EPYC 7313,1179.99,40575,34.39,2610,2.21,155.0,261.77,16,2021,SP3,Server
AMD EPYC 7352,1280.0,40472,31.62,1995,1.56,155.0,261.11,24,2021,SP3,Server
AMD Ryzen Threadripper 3955WX,1995.0,40225,20.16,2696,1.35,280.0,143.66,16,2020,sWRX8,Desktop
Intel Xeon W-3265M,6353.0,39620,6.24,2718,0.43,205.0,193.27,24,2021,FCLGA3647,"Desktop, Server"
AMD Ryzen 9 5900X,393.03,39457,100.39,3494,8.89,105.0,375.78,12,2020,AM4,Desktop
AMD Ryzen 9 3950X,650.0,39157,60.24,2738,4.21,105.0,372.92,16,2019,AM4,Desktop
Intel Xeon W-3335,1299.0,38944,29.98,2556,1.97,250.0,155.78,16,2022,FCLGA4189,Server
Intel Xeon Gold 6248R,3095.0,38604,12.47,2296,0.74,205.0,188.31,24,2020,FCLGA3647,Server
Intel Core i9-12900,509.0,38281,75.21,4162,8.18,65.0,588.95,8,2022,FCLGA1700,Desktop
ARM Neoverse-N1 80 Core 3000 MHz,,38122,,1329,,,,80,2021,unknown,Unknown
ARM Neoverse-N1 80 Core 0 MHz,,37809,,1311,,,,80,2021,unknown,Unknown
Intel Xeon Gold 6346,2279.0,37606,16.5,2455,1.08,205.0,183.44,16,2021,FCLGA4189,Server
Intel Xeon Platinum 8280,8870.46,37575,4.24,2011,0.23,205.0,183.29,28,2020,FCLGA3647,Server
Intel Xeon Gold 6238R,2667.0,37511,14.06,2362,0.89,165.0,227.34,28,2021,FCLGA3647,Server
Intel Xeon Silver 4316,1129.22,37264,33.0,2380,2.11,150.0,248.43,20,2021,FCLGA4189,Server
Intel Xeon W-3175X,1595.96,37167,23.29,2148,1.35,255.0,145.75,28,2019,FCLGA3647,Desktop
Intel Core i9-12900F,529.99,35726,67.41,4045,7.63,65.0,549.63,8,2022,FCLGA1700,Desktop
Intel Xeon Gold 6242R,2472.14,35352,14.3,2426,0.98,205.0,172.45,20,2020,FCLGA3647,Server
Intel Xeon Gold 6326,1605.79,35328,22.0,2356,1.47,185.0,190.96,16,2021,FCLGA4189,Server
Intel Core i9-12900T,489.0,34999,71.57,4032,8.25,35.0,999.97,8,2022,FCLGA1700,Desktop
AMD Ryzen 9 5900,,34721,,3432,,65.0,534.17,12,2021,AM4,Desktop
Intel Core i7-12700K,409.0,34125,83.44,4047,9.9,190.0,179.61,8,2021,FCLGA1700,Desktop
Intel Core i7-12700KF,350.99,34110,97.18,4054,11.55,190.0,179.53,8,2021,FCLGA1700,Desktop
Intel Xeon Platinum 8260M,7705.0,33970,4.41,2315,0.3,165.0,205.88,24,2020,LGA3647,Server
Intel Xeon D-2799,1933.0,33792,17.48,2404,1.24,129.0,261.95,20,2022,FCBGA2579,Server
AMD Ryzen Threadripper 3945WX,,33417,,2708,,280.0,119.35,12,2020,sWRX8,Desktop
Intel Core i9-10980XE,999.99,33408,33.41,2667,2.67,165.0,202.47,18,2019,FCLGA2066,Desktop
Intel Xeon Gold 5220R,1712.0,33370,19.49,2399,1.4,150.0,222.46,24,2021,FCLGA3647,Server
AMD EPYC 7302,1115.12,33015,29.61,1978,1.77,155.0,213,16,2020,SP3,Server
AMD Ryzen 9 3900XT,618.77,32869,53.12,2786,4.5,105.0,313.04,12,2020,AM4,Desktop
AMD Ryzen 9 3900X,359.0,32751,91.23,2725,7.59,105.0,311.92,12,2019,AM4,Desktop
Intel Xeon Platinum 8168,7829.0,32616,4.17,2138,0.27,205.0,159.1,24,2017,FCLGA3647,Server
AMD EPYC 7302P,2069.95,32480,15.69,1878,0.91,155.0,209.55,16,2019,SP3,Server
AMD Ryzen Threadripper 2990WX,2100.0,32475,15.46,2290,1.09,250.0,129.9,32,2018,sTR4,Desktop
Intel Xeon Gold 6252,3850.0,32410,8.42,2143,0.56,150.0,216.06,24,2019,FCLGA3647,Server
Intel Core i7-12700F,312.96,32268,103.11,3987,12.74,65.0,496.43,8,2022,FCLGA1700,Desktop
Intel Xeon Gold 6230R,1870.0,32223,17.23,2020,1.08,150.0,214.82,26,2021,FCLGA3647,Server
Intel Core i9-9980XE,1442.21,31905,22.12,2566,1.78,165.0,193.37,18,2018,FCLGA2066,Desktop
Intel Xeon W-2295,1504.63,31680,21.06,2696,1.79,165.0,192,18,2020,FCLGA2066,Server
Intel Core i7-12700,328.0,31659,96.52,3948,12.04,65.0,487.07,8,2022,FCLGA1700,Desktop
AMD EPYC 7282,722.97,31631,43.75,1987,2.75,120.0,263.59,16,2019,SP3,Server
Intel Xeon Platinum 8259CL,,31500,,1863,,210.0,150,24,2020,LGA 3647,Server
AMD Ryzen 9 3900,,31372,,2623,,65.0,482.65,12,2019,AM4,Desktop
AMD EPYC 7371,1808.99,31094,17.19,2377,1.31,,,16,2019,SP3,Server
AMD Ryzen 9 3900,517.27,30660,59.27,2627,5.08,65.0,471.7,12,2019,AM4,Desktop
Intel Core i9-9960X,1498.95,30655,20.45,2631,1.76,165.0,185.79,16,2019,FCLGA2066,Desktop
Intel Xeon Gold 6253CL,,30616,,2346,,205.0,149.35,18,2021,FCLGA3647,Server
Intel Xeon W-3245,2683.99,30549,11.38,2537,0.95,205.0,149.02,16,2020,FCLGA3647,Server
AMD Ryzen Threadripper 2970WX,669.0,30433,45.49,2358,3.52,250.0,121.73,24,2018,sTR4,Desktop
AMD EPYC 7551P,369.99,30313,81.93,1719,4.65,180.0,168.4,32,2018,SP3,Server
Intel Xeon Gold 6246R,3389.78,30220,8.92,2321,0.68,205.0,147.41,16,2020,FCLGA3647,Server
Intel Core i9-9990XE,2163.0,30162,13.94,2970,1.37,255.0,118.28,14,2020,LGA2066,Desktop
Intel Xeon W-3265,4551.37,30105,6.61,2572,0.57,205.0,146.85,24,2019,FCLGA3647,Server
Intel Xeon Platinum 8268,6005.98,30103,5.01,2167,0.36,205.0,146.84,24,2019,FCLGA3647,Server
Intel Xeon Silver 4314,867.3,30043,34.64,2179,2.51,135.0,222.54,16,2021,FCLGA4189,Server
AMD Ryzen Threadripper 2950X,990.0,29981,30.28,2488,2.51,180.0,166.56,16,2018,sTR4,Desktop
Intel Core i9-7980XE,816.42,29842,36.55,2474,3.03,165.0,180.86,18,2017,FCLGA2066,Desktop
Intel Xeon Gold 6254,3626.37,29356,8.1,2381,0.66,200.0,146.78,18,2019,FCLGA3647,Server
Intel Xeon W-2191B,,29049,,2609,,140.0,207.49,18,2021,FCLGA2066,Server
Intel Xeon Gold 6148,2817.0,28962,10.28,2182,0.77,150.0,193.08,20,2018,FCLGA3647,Server
Intel Xeon Gold 6210U,1524.89,28915,18.96,2203,1.44,150.0,192.77,20,2019,FCLGA3647,Server
Intel Xeon Gold 6154,3798.95,28848,7.59,2264,0.6,200.0,144.24,18,2017,FCLGA3647,Server
Intel Core i9-10940X,771.99,28619,37.07,2724,3.53,165.0,173.45,14,2019,FCLGA2066,Desktop
Intel Xeon Gold 5317,1119.25,28580,25.54,2437,2.18,150.0,190.54,12,2021,FCLGA4189,Server
Intel Core i9-9940X,841.4,28411,33.77,2647,3.15,165.0,172.19,14,2018,FCLGA2066,Desktop
AMD Ryzen 7 5800X,333.99,28368,84.94,3485,10.43,105.0,270.17,8,2020,AM4,Desktop
AMD EPYC 7401P,249.99,28271,113.09,1689,6.76,155.0,182.4,24,2017,SP3,Server
ARM Neoverse-N1 64 Core 0 MHz,,28079,,1085,,,,64,2021,unknown,Unknown
AMD Ryzen Threadripper 1950X,684.47,28037,40.96,2293,3.35,180.0,155.76,16,2017,sTR4,Desktop
Intel Xeon W-2275,1112.0,27904,25.09,2790,2.51,165.0,169.12,14,2020,FCLGA2066,Desktop
Intel Xeon Gold 6238,2698.95,27617,10.23,1691,0.63,140.0,197.26,22,2019,FCLGA3647,Server
Intel Xeon Gold 6212U,2000.0,27470,13.73,2013,1.01,165.0,166.48,24,2019,FCLGA3647,Server
AMD EPYC 7571,,27445,,1934,,120.0,228.71,32,2019,SP3,Server
Intel Core i5-12600K,277.98,27429,98.67,3965,14.26,150.0,182.86,6,2021,FCLGA1700,Desktop
Intel Xeon Platinum 8173M,,27377,,2123,,165.0,165.92,28,2018,FCLGA3647,Server
Intel Xeon W-2195,1983.82,27325,13.77,2413,1.22,140.0,195.18,18,2017,FCLGA2066,Server
Intel Xeon Gold 6226R,1372.08,27211,19.83,2290,1.67,150.0,181.41,16,2020,FCLGA3647,Server
Intel Core i5-12600KF,260.98,27186,104.17,3967,15.2,150.0,181.24,6,2021,FCLGA1700,Desktop
AMD Ryzen 7 5700X,299.0,27065,90.52,3397,11.36,65.0,416.38,8,2022,AM4,Desktop
Intel Xeon Gold 6208U,1406.99,26901,19.12,2247,1.6,150.0,179.34,16,2020,FCLGA3647,Server
Intel Core i9-7960X,990.97,26699,26.94,2525,2.55,165.0,161.81,16,2017,FCLGA2066,Desktop
Intel Core i9-10920X,679.99,26696,39.26,2766,4.07,165.0,161.79,12,2019,FCLGA2066,Desktop
Intel Xeon Platinum 8175M,,26659,,1903,,,,24,2018,FCLGA3647,Server
Intel Xeon Gold 6230,1990.0,26657,13.4,2285,1.15,125.0,213.25,20,2019,FCLGA3647,Server
Intel Core i9-7940X,548.87,26508,48.3,2490,4.54,165.0,160.65,14,2017,FCLGA2066,Desktop
Intel Xeon Platinum 8160,2348.7,26485,11.28,1984,0.84,150.0,176.56,24,2017,FCLGA3647,Server
AMD Ryzen Threadripper 2990X,,26469,,2285,,250.0,105.88,32,2018,TR4,Desktop
AMD EPYC 7272,605.45,26446,43.68,2013,3.32,120.0,220.38,12,2020,SP3,Server
Intel Xeon Gold 5318Y,1361.0,26400,19.4,1826,1.34,165.0,160,24,2022,FCLGA4189,Server
Intel Xeon Gold 6242,2465.14,26288,10.66,2196,0.89,150.0,175.26,16,2019,FCLGA3647,Server
Intel Xeon W-1390P,,26031,,3619,,125.0,208.24,8,2021,FCLGA1200,"Desktop, Server"
Intel Xeon W-2265,944.0,25984,27.53,2810,2.98,165.0,157.48,12,2020,FCLGA2066,Server
Intel Xeon W-3235,1829.99,25974,14.19,2622,1.43,180.0,144.3,12,2019,FCLGA3647,Server
Intel Xeon W-3323,949.0,25875,27.27,2617,2.76,220.0,117.61,12,2021,FCLGA4189,"Desktop, Server"
Intel Xeon Gold 5220,1674.44,25740,15.37,2396,1.43,125.0,205.92,18,2019,FCLGA3647,Server
AMD Ryzen 7 5800,,25644,,3386,,65.0,394.52,8,2021,AM4,Desktop
Intel Core i9-11900K,397.97,25539,64.17,3519,8.84,125.0,204.31,8,2021,FCLGA1200,Desktop
Intel Xeon E5-2698R v4,,25532,,2225,,,,20,2021,FCLGA2011-3,Server
AMD Ryzen 7 5800X3D,599.0,25508,42.58,2850,4.76,105.0,242.93,8,2022,AM4,Desktop
AMD EPYC 7351P,739.0,25484,34.48,1809,2.45,155.0,164.41,16,2017,SP3,Server
Intel Xeon Platinum 8167M,,25396,,1455,,,,26,2019,FCLGA3647,Server
Intel Core i9-11900KF,379.98,25390,66.82,3563,9.38,125.0,203.12,8,2021,FCLGA1200,Desktop
Intel Core i9-9920X,999.0,25291,25.32,2621,2.62,165.0,153.28,12,2018,FCLGA2066,Desktop
AMD Ryzen Threadripper 2920X,761.0,25203,33.12,2482,3.26,180.0,140.01,12,2018,sTR4,Desktop
Intel Xeon W-1370P,411.99,25202,61.17,3494,8.48,125.0,201.62,8,2021,FCLGA1200,"Desktop, Server"
Intel Xeon Gold 5218R,1268.96,25191,19.85,2200,1.73,125.0,201.52,20,2021,FCLGA3647,Server
AMD Ryzen 7 5750G,,25004,,3361,,65.0,384.68,8,2021,AM4,Desktop
AMD EPYC 7501,3616.0,24925,6.89,1925,0.53,155.0,160.81,32,2017,SP3,Server
Intel Xeon Gold 6138T,7528.0,24800,3.29,2050,0.27,125.0,198.4,20,2020,FCLGA3647,Server
Intel Xeon Gold 6143,,24786,,2248,,205.0,120.91,16,2019,FCLGA3647,Server
Intel Core i7-11700K,297.0,24749,83.33,3429,11.55,125.0,197.99,8,2020,FCLGA1200,Desktop
Intel Xeon W-2170B,,24745,,2578,,,,14,2018,FCLGA-2066,Server
Intel Xeon E5-2699 v4,5957.96,24619,4.13,1937,0.33,145.0,169.79,22,2016,FCLGA2011-3,Server
AMD Ryzen 7 5700G,233.0,24545,105.34,3281,14.08,65.0,377.62,8,2021,AM4,Desktop
Intel Xeon Gold 6150,2411.0,24489,10.16,2190,0.91,165.0,148.42,18,2017,FCLGA3647,Server
Intel Xeon Gold 6246,3113.22,24446,7.85,2450,0.79,165.0,148.16,12,2019,FCLGA3647,Server
Intel Xeon Gold 6248,2940.0,24234,8.24,2290,0.78,150.0,161.56,20,2019,FCLGA3647,Server
Intel Core i7-11700KF,279.0,24147,86.55,3420,12.26,125.0,193.17,8,2021,FCLGA1200,Desktop
Intel Xeon W-1370,376.99,23908,63.42,3538,9.39,80.0,298.85,8,2021,FCLGA1200,"Desktop, Server"
Intel Xeon W-11955M,623.0,23859,38.3,3375,5.42,45.0,530.19,8,2021,FCBGA1787,"Laptop, Server"
AMD Ryzen 7 3800XT,391.65,23815,60.81,2845,7.26,105.0,226.81,8,2020,AM4,Desktop
Intel Core i9-11900F,379.99,23814,62.67,3528,9.28,65.0,366.37,8,2021,FCLGA1200,Desktop
Intel Core i9-10900K,389.97,23768,60.95,3167,8.12,125.0,190.14,10,2020,FCLGA1200,Desktop
Intel Xeon Silver 4310,608.77,23589,38.75,2200,3.61,120.0,196.57,12,2021,FCLGA4189,Server
AMD EPYC 7351,883.99,23566,26.66,1821,2.06,155.0,152.04,16,2019,SP3,Server
Intel Xeon E5-2696 v3,2498.0,23556,9.43,2209,0.88,145.0,162.45,18,2015,LGA2011-v3,Server
Intel Xeon W-1390,469.99,23515,50.03,3358,7.14,80.0,293.94,8,2021,FCLGA1200,Server
Intel Xeon E5-2679 v4,2702.0,23512,8.7,1951,0.72,200.0,117.56,20,2016,FCLGA2011-3,Server
Intel Core i9-10900KF,339.99,23508,69.14,3141,9.24,125.0,188.06,10,2020,FCLGA1200,Desktop
Intel Xeon E-2388G,539.0,23501,43.6,3323,6.16,95.0,247.37,8,2021,FCLGA1200,Server
Intel Xeon Gold 6146,3062.0,23432,7.65,2493,0.81,165.0,142.01,12,2018,FCLGA3647,Server
Intel Core i9-7920X,375.0,23292,62.11,2467,6.58,140.0,166.37,12,2017,FCLGA2066,Desktop
AMD Ryzen 7 3800X,248.59,23275,93.63,2735,11.0,105.0,221.67,8,2019,AM4,Desktop
Intel Xeon W-2175,395.0,23215,58.77,2481,6.28,140.0,165.82,14,2019,FCLGA2066,Server
Intel Xeon E5-2696 v4,2793.95,23207,8.31,2248,0.8,145.0,160.05,22,2016,FCLGA2011-3,Server
Intel Xeon Platinum 8176,2793.7,23179,8.3,2048,0.73,165.0,140.48,28,2019,FCLGA3647,Server
Intel Core i9-11900,347.88,23117,66.45,3443,9.9,65.0,355.65,8,2021,FCLGA1200,Desktop
Intel Core i9-10850K,408.44,23055,56.45,3091,7.57,125.0,184.44,10,2020,FCLGA1200,Desktop
AMD EPYC 7F32,,23026,,2423,,180.0,127.92,8,2020,SP3,Server
Intel Xeon W-1290P,997.98,22997,23.04,3204,3.21,125.0,183.97,10,2020,FCLGA1200,Server
AMD Ryzen Threadripper 1920X,299.99,22903,76.35,2300,7.67,180.0,127.24,12,2017,sTR4,Desktop
Intel Xeon Gold 6138,1662.95,22851,13.74,2220,1.33,125.0,182.81,20,2017,FCLGA3647,Server
AMD Ryzen 7 3700,329.99,22800,69.09,2673,8.1,65.0,350.76,8,2019,AM4,Desktop
Intel Core i9-11900KB,539.0,22769,42.24,3303,6.13,65.0,350.29,8,2021,FCBGA1787,Desktop
Intel Xeon Gold 6140,1000.0,22733,22.73,1840,1.84,140.0,162.38,18,2017,FCLGA3647,Server
AMD Ryzen 7 3700X,367.52,22716,61.81,2680,7.29,65.0,349.48,8,2019,AM4,Desktop
Intel Core i7-12700T,339.0,22688,66.93,3295,9.72,35.0,648.24,8,2022,FCLGA1700,Desktop
Intel Core i9-10900X,560.0,22683,40.51,2696,4.81,165.0,137.47,10,2019,FCLGA2066,Desktop
AMD Ryzen 7 5700GE,,22566,,3371,,35.0,644.73,8,2021,AM4,Desktop
Apple M1 Max 10 Core 3200 MHz,,22566,,3851,,,,10,2021,unknown,"Desktop, Laptop"
Intel Core i7-11700B,,22539,,3362,,65.0,346.75,8,2021,unknown,Desktop
AMD Ryzen 7 5750GE,,22315,,3320,,35.0,637.56,8,2021,AM4,Desktop
Apple M1 Pro 10 Core 3200 MHz,,22314,,3843,,,,10,2021,unknown,"Desktop, Laptop"
Intel Xeon Platinum 8124M,,22298,,2051,,,,18,2018,FCLGA3647,Server
Intel Xeon Gold 6152,3167.14,22291,7.04,2155,0.68,140.0,159.22,22,2018,FCLGA3647,Server
Intel Xeon Gold 6136,2500.0,22266,8.91,2224,0.89,150.0,148.44,12,2017,FCLGA3647,Server
Intel Xeon Gold 6334,2570.41,22160,8.62,2592,1.01,165.0,134.3,8,2021,FCLGA4189,Server
Intel Xeon Gold 5218,1405.64,22117,15.73,2245,1.6,125.0,176.94,16,2019,FCLGA3647,Server
AMD Ryzen 5 5600X,216.99,22088,101.79,3377,15.56,65.0,339.82,6,2020,AM4,Desktop
Intel Xeon W-1290E,500.0,22066,44.13,2914,5.83,95.0,232.27,10,2021,FCLGA1200,Server
AMD Ryzen Threadripper 1920,,22066,,2299,,140.0,157.62,12,2021,sTR4,Desktop
Intel Xeon W-2255,778.0,22042,28.33,2727,3.5,165.0,133.59,10,2020,FCLGA2066,"Desktop, Server"
AMD EPYC 7551,2974.12,22005,7.4,1736,0.58,180.0,122.25,32,2017,SP3,Server
Intel Core i9-9900X,654.99,21868,33.39,2604,3.98,165.0,132.54,10,2018,FCLGA2066,Desktop
Intel Xeon Gold 6130T,1988.0,21803,10.97,1698,0.85,125.0,174.43,16,2020,FCLGA3647,Server
Intel Core i9-10910,,21799,,3143,,125.0,174.39,10,2020,FCLGA1200,Desktop
Intel Xeon E5-2698 v4,908.7,21755,23.94,2141,2.36,135.0,161.15,20,2016,FCLGA2011-3,Server
Intel Xeon E5-2697 v4,874.0,21545,24.65,1963,2.25,145.0,148.59,18,2016,FCLGA2011-3,Server
Intel Xeon E5-2697A v4,,21494,,2038,,145.0,148.24,16,2016,FCLGA2011-3,Server
